id,anio,mes_num,mes,sitio_turistico,temporada,festividad,tiene_festividad,nacionalidad,num_visitantes,temperatura_promedio_c,precipitacion_mm,satisfaccion_1_5,gasto_promedio_soles,tipo_transporte
595,2020,5,Mayo,Cutimbo,Baja,Ninguna,0,Peruano,14,2.1,3.7,3.7,50.67,Transporte público
596,2020,5,Mayo,Cutimbo,Baja,Ninguna,0,Estadounidense,3,2.1,3.7,3.3,86.22,Transporte propio
597,2020,5,Mayo,Cutimbo,Baja,Ninguna,0,Europeo,3,2.1,3.7,3.5,112.48,Transporte propio
598,2020,5,Mayo,Cutimbo,Baja,Ninguna,0,Asiático,1,2.1,3.7,3.8,110.54,Transporte público
599,2020,5,Mayo,Cutimbo,Baja,Ninguna,0,Latinoamericano,2,2.1,3.7,3.3,49.95,Transporte propio
600,2020,5,Mayo,Cutimbo,Baja,Ninguna,0,Otro,1,2.1,3.7,4.0,92.48,Transporte público
601,2020,5,Mayo,Pukara,Baja,Ninguna,0,Peruano,23,2.1,3.7,3.3,53.91,Transporte propio
602,2020,5,Mayo,Pukara,Baja,Ninguna,0,Estadounidense,3,2.1,3.7,4.2,116.38,Transporte propio
603,2020,5,Mayo,Pukara,Baja,Ninguna,0,Europeo,6,2.1,3.7,3.3,134.11,Tour organizado
604,2020,5,Mayo,Pukara,Baja,Ninguna,0,Asiático,1,2.1,3.7,3.4,112.71,Transporte propio
605,2020,5,Mayo,Pukara,Baja,Ninguna,0,Latinoamericano,3,2.1,3.7,3.8,62.2,Transporte propio
606,2020,5,Mayo,Pukara,Baja,Ninguna,0,Otro,2,2.1,3.7,4.0,94.66,Transporte propio
607,2020,5,Mayo,Aramu Muru,Baja,Ninguna,0,Peruano,7,2.1,3.7,3.4,57.93,Transporte propio
608,2020,5,Mayo,Aramu Muru,Baja,Ninguna,0,Estadounidense,1,2.1,3.7,3.5,145.78,Tour organizado
609,2020,5,Mayo,Aramu Muru,Baja,Ninguna,0,Europeo,1,2.1,3.7,4.0,104.17,Tour organizado
610,2020,5,Mayo,Aramu Muru,Baja,Ninguna,0,Asiático,1,2.1,3.7,4.1,73.73,Transporte propio
611,2020,5,Mayo,Aramu Muru,Baja,Ninguna,0,Latinoamericano,1,2.1,3.7,3.9,77.81,Transporte público
612,2020,5,Mayo,Aramu Muru,Baja,Ninguna,0,Otro,1,2.1,3.7,3.8,68.9,Transporte público
613,2020,6,Junio,Sillustani,Baja,Inti Raymi,1,Peruano,39,1.1,0,3.9,51.74,Tour organizado
614,2020,6,Junio,Sillustani,Baja,Inti Raymi,1,Estadounidense,17,1.1,0,4.0,125.9,Tour organizado
615,2020,6,Junio,Sillustani,Baja,Inti Raymi,1,Europeo,24,1.1,0,4.0,120.83,Tour organizado
616,2020,6,Junio,Sillustani,Baja,Inti Raymi,1,Asiático,9,1.1,0,4.3,89.17,Transporte propio
617,2020,6,Junio,Sillustani,Baja,Inti Raymi,1,Latinoamericano,13,1.1,0,4.0,58.09,Tour organizado
618,2020,6,Junio,Sillustani,Baja,Inti Raymi,1,Otro,4,1.1,0,4.1,83.17,Transporte propio
619,2020,6,Junio,Islas Uros,Baja,Inti Raymi,1,Peruano,110,1.1,0,4.3,32.74,Tour organizado
620,2020,6,Junio,Islas Uros,Baja,Inti Raymi,1,Estadounidense,70,1.1,0,4.0,92.95,Lancha turística
621,2020,6,Junio,Islas Uros,Baja,Inti Raymi,1,Europeo,77,1.1,0,3.5,140.23,Lancha turística
622,2020,6,Junio,Islas Uros,Baja,Inti Raymi,1,Asiático,37,1.1,0,4.4,116.78,Lancha turística
623,2020,6,Junio,Islas Uros,Baja,Inti Raymi,1,Latinoamericano,27,1.1,0,4.4,56.19,Tour organizado
624,2020,6,Junio,Islas Uros,Baja,Inti Raymi,1,Otro,14,1.1,0,3.6,87.9,Tour organizado
625,2020,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Peruano,36,1.1,0,3.8,50.38,Lancha turística
626,2020,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Estadounidense,24,1.1,0,3.6,90.85,Lancha turística
627,2020,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Europeo,31,1.1,0,3.6,91.93,Tour organizado
628,2020,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Asiático,12,1.1,0,3.5,86.08,Lancha turística
629,2020,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Latinoamericano,15,1.1,0,3.9,50.65,Lancha turística
630,2020,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Otro,5,1.1,0,3.6,94.69,Lancha turística
631,2020,6,Junio,Cutimbo,Baja,Inti Raymi,1,Peruano,20,1.1,0,3.3,52.38,Transporte propio
632,2020,6,Junio,Cutimbo,Baja,Inti Raymi,1,Estadounidense,4,1.1,0,3.9,88.93,Tour organizado
633,2020,6,Junio,Cutimbo,Baja,Inti Raymi,1,Europeo,5,1.1,0,3.4,100.18,Transporte propio
634,2020,6,Junio,Cutimbo,Baja,Inti Raymi,1,Asiático,1,1.1,0,3.4,89.97,Transporte público
635,2020,6,Junio,Cutimbo,Baja,Inti Raymi,1,Latinoamericano,3,1.1,0,3.3,49.42,Tour organizado
636,2020,6,Junio,Cutimbo,Baja,Inti Raymi,1,Otro,1,1.1,0,3.6,102.24,Transporte propio
637,2020,6,Junio,Pukara,Baja,Inti Raymi,1,Peruano,24,1.1,0,3.8,38.2,Transporte propio
638,2020,6,Junio,Pukara,Baja,Inti Raymi,1,Estadounidense,6,1.1,0,3.9,145.05,Transporte propio
639,2020,6,Junio,Pukara,Baja,Inti Raymi,1,Europeo,6,1.1,0,3.8,89.45,Transporte público
640,2020,6,Junio,Pukara,Baja,Inti Raymi,1,Asiático,2,1.1,0,3.3,117.68,Transporte propio
641,2020,6,Junio,Pukara,Baja,Inti Raymi,1,Latinoamericano,3,1.1,0,3.3,64.98,Tour organizado
642,2020,6,Junio,Pukara,Baja,Inti Raymi,1,Otro,2,1.1,0,4.2,103.37,Transporte propio
643,2020,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Peruano,9,1.1,0,3.8,41.37,Transporte propio
644,2020,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Estadounidense,1,1.1,0,4.2,139.47,Tour organizado
645,2020,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Europeo,2,1.1,0,3.2,91.24,Tour organizado
646,2020,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Asiático,1,1.1,0,3.6,82.83,Transporte público
647,2020,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Latinoamericano,1,1.1,0,3.6,70.48,Transporte propio
648,2020,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Otro,1,1.1,0,3.5,80.54,Transporte propio
649,2020,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Peruano,85,2.4,0,4.1,49.05,Tour organizado
650,2020,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Estadounidense,39,2.4,0,3.7,152.65,Tour organizado
651,2020,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Europeo,42,2.4,0,3.4,105.68,Transporte propio
652,2020,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Asiático,19,2.4,0,3.4,104.47,Tour organizado
653,2020,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Latinoamericano,24,2.4,0,4.0,72.86,Tour organizado
654,2020,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Otro,11,2.4,0,3.6,80.83,Tour organizado
655,2020,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Peruano,179,2.4,0,4.1,38.76,Lancha turística
656,2020,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Estadounidense,155,2.4,0,3.3,142.11,Lancha turística
657,2020,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Europeo,177,2.4,0,3.6,141.35,Tour organizado
658,2020,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Asiático,58,2.4,0,3.8,87.03,Lancha turística
659,2020,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Latinoamericano,80,2.4,0,3.5,51.64,Lancha turística
660,2020,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Otro,40,2.4,0,4.0,61.54,Tour organizado
661,2020,7,Julio,Isla Taquile,Alta,Fiestas Patrias,1,Peruano,91,2.4,0,4.2,38.1,Lancha turística
662,2020,7,Julio,Isla Taquile,Alta,Fiestas Patrias,1,Estadounidense,70,2.4,0,4.2,96.89,Lancha turística
663,2020,7,Julio,Isla Taquile,Alta,Fiestas Patrias,1,Europeo,95,2.4,0,4.2,125.88,Lancha turística
664,2020,7,Julio,Isla Taquile,Alta,Fiestas Patrias,1,Asiático,33,2.4,0,3.5,118.7,Lancha turística
665,2020,7,Julio,Isla Taquile,Alta,Fiestas Patrias,1,Latinoamericano,34,2.4,0,3.4,60.04,Tour organizado
666,2020,7,Julio,Isla Taquile,Alta,Fiestas Patrias,1,Otro,20,2.4,0,3.4,66.71,Tour organizado
667,2020,7,Julio,Cutimbo,Alta,Fiestas Patrias,1,Peruano,69,2.4,0,3.1,44.06,Transporte propio
668,2020,7,Julio,Cutimbo,Alta,Fiestas Patrias,1,Estadounidense,14,2.4,0,3.3,90.22,Transporte público
669,2020,7,Julio,Cutimbo,Alta,Fiestas Patrias,1,Europeo,12,2.4,0,3.2,114.21,Transporte propio
670,2020,7,Julio,Cutimbo,Alta,Fiestas Patrias,1,Asiático,5,2.4,0,3.2,87.49,Transporte público
671,2020,7,Julio,Cutimbo,Alta,Fiestas Patrias,1,Latinoamericano,10,2.4,0,3.8,74.07,Transporte propio
672,2020,7,Julio,Cutimbo,Alta,Fiestas Patrias,1,Otro,4,2.4,0,3.9,57.15,Transporte propio
673,2020,7,Julio,Pukara,Alta,Fiestas Patrias,1,Peruano,76,2.4,0,3.0,40.55,Transporte público
674,2020,7,Julio,Pukara,Alta,Fiestas Patrias,1,Estadounidense,17,2.4,0,3.7,91.48,Transporte propio
675,2020,7,Julio,Pukara,Alta,Fiestas Patrias,1,Europeo,18,2.4,0,4.0,141.19,Transporte propio
676,2020,7,Julio,Pukara,Alta,Fiestas Patrias,1,Asiático,6,2.4,0,3.1,119.01,Transporte público
677,2020,7,Julio,Pukara,Alta,Fiestas Patrias,1,Latinoamericano,11,2.4,0,3.4,83.51,Tour organizado
678,2020,7,Julio,Pukara,Alta,Fiestas Patrias,1,Otro,6,2.4,0,3.5,86.59,Transporte público
679,2020,7,Julio,Aramu Muru,Alta,Fiestas Patrias,1,Peruano,22,2.4,0,3.4,57.53,Transporte propio
680,2020,7,Julio,Aramu Muru,Alta,Fiestas Patrias,1,Estadounidense,4,2.4,0,3.9,150.68,Transporte público
681,2020,7,Julio,Aramu Muru,Alta,Fiestas Patrias,1,Europeo,6,2.4,0,3.7,97.99,Transporte propio
682,2020,7,Julio,Aramu Muru,Alta,Fiestas Patrias,1,Asiático,1,2.4,0,3.9,74.26,Tour organizado
683,2020,7,Julio,Aramu Muru,Alta,Fiestas Patrias,1,Latinoamericano,2,2.4,0,3.2,63.68,Transporte público
684,2020,7,Julio,Aramu Muru,Alta,Fiestas Patrias,1,Otro,1,2.4,0,3.4,92.98,Transporte público
685,2020,8,Agosto,Sillustani,Alta,Ninguna,0,Peruano,51,2.4,0,4.0,53.81,Transporte público
686,2020,8,Agosto,Sillustani,Alta,Ninguna,0,Estadounidense,24,2.4,0,4.1,107.6,Tour organizado
687,2020,8,Agosto,Sillustani,Alta,Ninguna,0,Europeo,40,2.4,0,4.3,103.15,Tour organizado
688,2020,8,Agosto,Sillustani,Alta,Ninguna,0,Asiático,14,2.4,0,3.6,122.97,Tour organizado
689,2020,8,Agosto,Sillustani,Alta,Ninguna,0,Latinoamericano,24,2.4,0,4.2,67.18,Transporte público
690,2020,8,Agosto,Sillustani,Alta,Ninguna,0,Otro,7,2.4,0,3.8,94.59,Tour organizado
691,2020,8,Agosto,Islas Uros,Alta,Ninguna,0,Peruano,131,2.4,0,4.1,37.5,Lancha turística
692,2020,8,Agosto,Islas Uros,Alta,Ninguna,0,Estadounidense,119,2.4,0,3.7,129.38,Tour organizado
693,2020,8,Agosto,Islas Uros,Alta,Ninguna,0,Europeo,110,2.4,0,3.9,137.55,Lancha turística
694,2020,8,Agosto,Islas Uros,Alta,Ninguna,0,Asiático,42,2.4,0,3.4,117.94,Lancha turística
695,2020,8,Agosto,Islas Uros,Alta,Ninguna,0,Latinoamericano,59,2.4,0,3.4,78.54,Lancha turística
696,2020,8,Agosto,Islas Uros,Alta,Ninguna,0,Otro,22,2.4,0,4.2,58.43,Tour organizado
697,2020,8,Agosto,Isla Taquile,Alta,Ninguna,0,Peruano,92,2.4,0,3.8,41.83,Lancha turística
698,2020,8,Agosto,Isla Taquile,Alta,Ninguna,0,Estadounidense,49,2.4,0,3.5,97.47,Lancha turística
699,2020,8,Agosto,Isla Taquile,Alta,Ninguna,0,Europeo,68,2.4,0,3.4,117.53,Tour organizado
700,2020,8,Agosto,Isla Taquile,Alta,Ninguna,0,Asiático,25,2.4,0,3.6,89.98,Tour organizado
701,2020,8,Agosto,Isla Taquile,Alta,Ninguna,0,Latinoamericano,27,2.4,0,3.4,60.44,Lancha turística
702,2020,8,Agosto,Isla Taquile,Alta,Ninguna,0,Otro,12,2.4,0,4.2,81.24,Tour organizado
703,2020,8,Agosto,Cutimbo,Alta,Ninguna,0,Peruano,45,2.4,0,3.0,41.83,Transporte propio
704,2020,8,Agosto,Cutimbo,Alta,Ninguna,0,Estadounidense,9,2.4,0,3.8,108.77,Transporte propio
705,2020,8,Agosto,Cutimbo,Alta,Ninguna,0,Europeo,11,2.4,0,3.2,98.05,Transporte propio
706,2020,8,Agosto,Cutimbo,Alta,Ninguna,0,Asiático,3,2.4,0,3.8,82.51,Transporte público
707,2020,8,Agosto,Cutimbo,Alta,Ninguna,0,Latinoamericano,6,2.4,0,3.8,84.48,Transporte propio
708,2020,8,Agosto,Cutimbo,Alta,Ninguna,0,Otro,3,2.4,0,3.7,68.79,Tour organizado
709,2020,8,Agosto,Pukara,Alta,Ninguna,0,Peruano,66,2.4,0,3.6,58.03,Transporte público
710,2020,8,Agosto,Pukara,Alta,Ninguna,0,Estadounidense,11,2.4,0,3.8,144.86,Transporte propio
711,2020,8,Agosto,Pukara,Alta,Ninguna,0,Europeo,13,2.4,0,3.3,125.71,Transporte propio
712,2020,8,Agosto,Pukara,Alta,Ninguna,0,Asiático,6,2.4,0,3.0,106.43,Transporte propio
713,2020,8,Agosto,Pukara,Alta,Ninguna,0,Latinoamericano,8,2.4,0,3.2,84.03,Transporte público
714,2020,8,Agosto,Pukara,Alta,Ninguna,0,Otro,5,2.4,0,3.2,57.82,Tour organizado
715,2020,8,Agosto,Aramu Muru,Alta,Ninguna,0,Peruano,16,2.4,0,3.5,31.52,Transporte propio
716,2020,8,Agosto,Aramu Muru,Alta,Ninguna,0,Estadounidense,4,2.4,0,3.3,96.78,Transporte propio
717,2020,8,Agosto,Aramu Muru,Alta,Ninguna,0,Europeo,4,2.4,0,3.1,123.51,Transporte propio
718,2020,8,Agosto,Aramu Muru,Alta,Ninguna,0,Asiático,1,2.4,0,3.8,115.56,Tour organizado
719,2020,8,Agosto,Aramu Muru,Alta,Ninguna,0,Latinoamericano,2,2.4,0,3.9,60.93,Tour organizado
720,2020,8,Agosto,Aramu Muru,Alta,Ninguna,0,Otro,1,2.4,0,3.3,102.84,Transporte público
721,2020,9,Septiembre,Sillustani,Media,Ninguna,0,Peruano,38,6.4,43.4,4.5,50.23,Transporte público
722,2020,9,Septiembre,Sillustani,Media,Ninguna,0,Estadounidense,25,6.4,43.4,3.7,126.4,Tour organizado
723,2020,9,Septiembre,Sillustani,Media,Ninguna,0,Europeo,26,6.4,43.4,4.2,96.44,Tour organizado
724,2020,9,Septiembre,Sillustani,Media,Ninguna,0,Asiático,10,6.4,43.4,4.4,120.58,Transporte propio
725,2020,9,Septiembre,Sillustani,Media,Ninguna,0,Latinoamericano,17,6.4,43.4,4.3,67.63,Tour organizado
726,2020,9,Septiembre,Sillustani,Media,Ninguna,0,Otro,6,6.4,43.4,4.4,102.44,Tour organizado
727,2020,9,Septiembre,Islas Uros,Media,Ninguna,0,Peruano,98,6.4,43.4,4.0,40.44,Lancha turística
728,2020,9,Septiembre,Islas Uros,Media,Ninguna,0,Estadounidense,69,6.4,43.4,4.5,96.09,Lancha turística
729,2020,9,Septiembre,Islas Uros,Media,Ninguna,0,Europeo,110,6.4,43.4,4.2,125.13,Lancha turística
730,2020,9,Septiembre,Islas Uros,Media,Ninguna,0,Asiático,38,6.4,43.4,3.8,80.72,Lancha turística
731,2020,9,Septiembre,Islas Uros,Media,Ninguna,0,Latinoamericano,36,6.4,43.4,4.3,73.6,Lancha turística
732,2020,9,Septiembre,Islas Uros,Media,Ninguna,0,Otro,18,6.4,43.4,4.2,102.52,Lancha turística
733,2020,9,Septiembre,Isla Taquile,Media,Ninguna,0,Peruano,51,6.4,43.4,4.0,34.24,Lancha turística
734,2020,9,Septiembre,Isla Taquile,Media,Ninguna,0,Estadounidense,39,6.4,43.4,4.1,138.59,Lancha turística
735,2020,9,Septiembre,Isla Taquile,Media,Ninguna,0,Europeo,38,6.4,43.4,3.6,132.82,Lancha turística
736,2020,9,Septiembre,Isla Taquile,Media,Ninguna,0,Asiático,14,6.4,43.4,3.8,72.47,Lancha turística
737,2020,9,Septiembre,Isla Taquile,Media,Ninguna,0,Latinoamericano,15,6.4,43.4,3.9,74.05,Tour organizado
738,2020,9,Septiembre,Isla Taquile,Media,Ninguna,0,Otro,10,6.4,43.4,4.5,72.22,Tour organizado
739,2020,9,Septiembre,Cutimbo,Media,Ninguna,0,Peruano,29,6.4,43.4,3.6,49.15,Transporte público
740,2020,9,Septiembre,Cutimbo,Media,Ninguna,0,Estadounidense,5,6.4,43.4,3.3,98.8,Transporte propio
741,2020,9,Septiembre,Cutimbo,Media,Ninguna,0,Europeo,7,6.4,43.4,3.8,138.09,Transporte propio
742,2020,9,Septiembre,Cutimbo,Media,Ninguna,0,Asiático,2,6.4,43.4,3.5,71.97,Transporte público
743,2020,9,Septiembre,Cutimbo,Media,Ninguna,0,Latinoamericano,4,6.4,43.4,4.0,51.49,Transporte propio
744,2020,9,Septiembre,Cutimbo,Media,Ninguna,0,Otro,2,6.4,43.4,3.3,95.55,Transporte público
745,2020,9,Septiembre,Pukara,Media,Ninguna,0,Peruano,24,6.4,43.4,3.4,39.38,Tour organizado
746,2020,9,Septiembre,Pukara,Media,Ninguna,0,Estadounidense,6,6.4,43.4,3.3,140.51,Transporte público
747,2020,9,Septiembre,Pukara,Media,Ninguna,0,Europeo,8,6.4,43.4,3.9,83.02,Transporte público
748,2020,9,Septiembre,Pukara,Media,Ninguna,0,Asiático,2,6.4,43.4,4.1,87.56,Transporte público
749,2020,9,Septiembre,Pukara,Media,Ninguna,0,Latinoamericano,3,6.4,43.4,3.6,55.77,Transporte propio
750,2020,9,Septiembre,Pukara,Media,Ninguna,0,Otro,2,6.4,43.4,3.4,89.43,Tour organizado
751,2020,9,Septiembre,Aramu Muru,Media,Ninguna,0,Peruano,9,6.4,43.4,3.7,57.71,Transporte propio
752,2020,9,Septiembre,Aramu Muru,Media,Ninguna,0,Estadounidense,2,6.4,43.4,4.0,142.93,Transporte público
753,2020,9,Septiembre,Aramu Muru,Media,Ninguna,0,Europeo,3,6.4,43.4,3.9,138.8,Transporte propio
754,2020,9,Septiembre,Aramu Muru,Media,Ninguna,0,Asiático,1,6.4,43.4,3.3,117.96,Tour organizado
755,2020,9,Septiembre,Aramu Muru,Media,Ninguna,0,Latinoamericano,1,6.4,43.4,4.1,76.72,Transporte propio
756,2020,9,Septiembre,Aramu Muru,Media,Ninguna,0,Otro,1,6.4,43.4,4.0,64.3,Transporte propio
757,2020,10,Octubre,Sillustani,Media,Ninguna,0,Peruano,35,8.9,62.3,4.5,43.26,Tour organizado
758,2020,10,Octubre,Sillustani,Media,Ninguna,0,Estadounidense,21,8.9,62.3,3.8,149.58,Tour organizado
759,2020,10,Octubre,Sillustani,Media,Ninguna,0,Europeo,19,8.9,62.3,4.1,113.44,Tour organizado
760,2020,10,Octubre,Sillustani,Media,Ninguna,0,Asiático,8,8.9,62.3,4.4,67.2,Transporte público
761,2020,10,Octubre,Sillustani,Media,Ninguna,0,Latinoamericano,13,8.9,62.3,4.3,49.89,Tour organizado
762,2020,10,Octubre,Sillustani,Media,Ninguna,0,Otro,4,8.9,62.3,4.1,92.4,Tour organizado
763,2020,10,Octubre,Islas Uros,Media,Ninguna,0,Peruano,129,8.9,62.3,3.6,39.22,Tour organizado
764,2020,10,Octubre,Islas Uros,Media,Ninguna,0,Estadounidense,97,8.9,62.3,4.4,103.02,Tour organizado
765,2020,10,Octubre,Islas Uros,Media,Ninguna,0,Europeo,104,8.9,62.3,4.1,79.47,Lancha turística
766,2020,10,Octubre,Islas Uros,Media,Ninguna,0,Asiático,40,8.9,62.3,4.1,105.31,Lancha turística
767,2020,10,Octubre,Islas Uros,Media,Ninguna,0,Latinoamericano,34,8.9,62.3,4.4,58.43,Lancha turística
768,2020,10,Octubre,Islas Uros,Media,Ninguna,0,Otro,17,8.9,62.3,4.0,68.89,Lancha turística
769,2020,10,Octubre,Isla Taquile,Media,Ninguna,0,Peruano,52,8.9,62.3,3.8,39.07,Lancha turística
770,2020,10,Octubre,Isla Taquile,Media,Ninguna,0,Estadounidense,35,8.9,62.3,4.2,154.02,Lancha turística
771,2020,10,Octubre,Isla Taquile,Media,Ninguna,0,Europeo,32,8.9,62.3,4.5,106.25,Lancha turística
772,2020,10,Octubre,Isla Taquile,Media,Ninguna,0,Asiático,13,8.9,62.3,3.9,103.3,Lancha turística
773,2020,10,Octubre,Isla Taquile,Media,Ninguna,0,Latinoamericano,15,8.9,62.3,4.4,61.38,Lancha turística
774,2020,10,Octubre,Isla Taquile,Media,Ninguna,0,Otro,8,8.9,62.3,4.4,95.41,Tour organizado
775,2020,10,Octubre,Cutimbo,Media,Ninguna,0,Peruano,21,8.9,62.3,3.9,42.39,Tour organizado
776,2020,10,Octubre,Cutimbo,Media,Ninguna,0,Estadounidense,5,8.9,62.3,4.1,98.45,Tour organizado
777,2020,10,Octubre,Cutimbo,Media,Ninguna,0,Europeo,6,8.9,62.3,3.7,137.59,Transporte propio
778,2020,10,Octubre,Cutimbo,Media,Ninguna,0,Asiático,2,8.9,62.3,4.0,95.29,Tour organizado
779,2020,10,Octubre,Cutimbo,Media,Ninguna,0,Latinoamericano,4,8.9,62.3,3.4,64.56,Transporte público
780,2020,10,Octubre,Cutimbo,Media,Ninguna,0,Otro,2,8.9,62.3,4.1,84.17,Transporte propio
781,2020,10,Octubre,Pukara,Media,Ninguna,0,Peruano,35,8.9,62.3,3.5,53.93,Tour organizado
782,2020,10,Octubre,Pukara,Media,Ninguna,0,Estadounidense,6,8.9,62.3,3.6,95.73,Transporte propio
783,2020,10,Octubre,Pukara,Media,Ninguna,0,Europeo,9,8.9,62.3,3.8,121.73,Transporte propio
784,2020,10,Octubre,Pukara,Media,Ninguna,0,Asiático,3,8.9,62.3,3.7,115.78,Tour organizado
785,2020,10,Octubre,Pukara,Media,Ninguna,0,Latinoamericano,4,8.9,62.3,3.3,52.25,Tour organizado
786,2020,10,Octubre,Pukara,Media,Ninguna,0,Otro,2,8.9,62.3,3.8,101.26,Transporte propio
787,2020,10,Octubre,Aramu Muru,Media,Ninguna,0,Peruano,10,8.9,62.3,3.5,38.3,Transporte público
788,2020,10,Octubre,Aramu Muru,Media,Ninguna,0,Estadounidense,2,8.9,62.3,3.7,128.9,Tour organizado
789,2020,10,Octubre,Aramu Muru,Media,Ninguna,0,Europeo,2,8.9,62.3,4.2,140.79,Transporte propio
790,2020,10,Octubre,Aramu Muru,Media,Ninguna,0,Asiático,1,8.9,62.3,3.8,82.61,Tour organizado
791,2020,10,Octubre,Aramu Muru,Media,Ninguna,0,Latinoamericano,1,8.9,62.3,3.5,56.28,Transporte propio
792,2020,10,Octubre,Aramu Muru,Media,Ninguna,0,Otro,1,8.9,62.3,3.5,90.13,Transporte propio
793,2020,11,Noviembre,Sillustani,Baja,Todos los Santos,1,Peruano,24,7.1,70.7,4.4,53.37,Transporte propio
794,2020,11,Noviembre,Sillustani,Baja,Todos los Santos,1,Estadounidense,16,7.1,70.7,4.2,135.93,Transporte propio
795,2020,11,Noviembre,Sillustani,Baja,Todos los Santos,1,Europeo,22,7.1,70.7,3.8,104.63,Transporte propio
796,2020,11,Noviembre,Sillustani,Baja,Todos los Santos,1,Asiático,7,7.1,70.7,4.1,123.2,Tour organizado
797,2020,11,Noviembre,Sillustani,Baja,Todos los Santos,1,Latinoamericano,9,7.1,70.7,4.2,72.27,Transporte propio
798,2020,11,Noviembre,Sillustani,Baja,Todos los Santos,1,Otro,4,7.1,70.7,4.2,80.35,Tour organizado
799,2020,11,Noviembre,Islas Uros,Baja,Todos los Santos,1,Peruano,111,7.1,70.7,3.7,34.14,Lancha turística
800,2020,11,Noviembre,Islas Uros,Baja,Todos los Santos,1,Estadounidense,70,7.1,70.7,4.2,124.25,Lancha turística
801,2020,11,Noviembre,Islas Uros,Baja,Todos los Santos,1,Europeo,94,7.1,70.7,4.4,120.19,Lancha turística
802,2020,11,Noviembre,Islas Uros,Baja,Todos los Santos,1,Asiático,30,7.1,70.7,4.2,84.0,Lancha turística
803,2020,11,Noviembre,Islas Uros,Baja,Todos los Santos,1,Latinoamericano,30,7.1,70.7,4.1,63.59,Lancha turística
804,2020,11,Noviembre,Islas Uros,Baja,Todos los Santos,1,Otro,15,7.1,70.7,4.4,84.01,Tour organizado
805,2020,11,Noviembre,Isla Taquile,Baja,Todos los Santos,1,Peruano,42,7.1,70.7,4.0,54.92,Lancha turística
806,2020,11,Noviembre,Isla Taquile,Baja,Todos los Santos,1,Estadounidense,24,7.1,70.7,3.9,146.7,Lancha turística
807,2020,11,Noviembre,Isla Taquile,Baja,Todos los Santos,1,Europeo,26,7.1,70.7,3.7,104.01,Tour organizado
808,2020,11,Noviembre,Isla Taquile,Baja,Todos los Santos,1,Asiático,14,7.1,70.7,4.5,74.66,Tour organizado
809,2020,11,Noviembre,Isla Taquile,Baja,Todos los Santos,1,Latinoamericano,10,7.1,70.7,3.6,58.47,Lancha turística
810,2020,11,Noviembre,Isla Taquile,Baja,Todos los Santos,1,Otro,5,7.1,70.7,3.6,77.7,Lancha turística
811,2020,11,Noviembre,Cutimbo,Baja,Todos los Santos,1,Peruano,17,7.1,70.7,4.0,44.72,Tour organizado
812,2020,11,Noviembre,Cutimbo,Baja,Todos los Santos,1,Estadounidense,3,7.1,70.7,3.6,114.92,Transporte público
813,2020,11,Noviembre,Cutimbo,Baja,Todos los Santos,1,Europeo,6,7.1,70.7,3.6,79.49,Transporte propio
814,2020,11,Noviembre,Cutimbo,Baja,Todos los Santos,1,Asiático,2,7.1,70.7,4.2,117.34,Transporte propio
815,2020,11,Noviembre,Cutimbo,Baja,Todos los Santos,1,Latinoamericano,2,7.1,70.7,3.2,74.11,Transporte propio
816,2020,11,Noviembre,Cutimbo,Baja,Todos los Santos,1,Otro,1,7.1,70.7,3.5,62.19,Transporte público
817,2020,11,Noviembre,Pukara,Baja,Todos los Santos,1,Peruano,23,7.1,70.7,3.3,32.73,Transporte propio
818,2020,11,Noviembre,Pukara,Baja,Todos los Santos,1,Estadounidense,5,7.1,70.7,3.7,121.74,Transporte público
819,2020,11,Noviembre,Pukara,Baja,Todos los Santos,1,Europeo,7,7.1,70.7,4.2,99.62,Transporte público
820,2020,11,Noviembre,Pukara,Baja,Todos los Santos,1,Asiático,2,7.1,70.7,3.4,120.54,Transporte público
821,2020,11,Noviembre,Pukara,Baja,Todos los Santos,1,Latinoamericano,2,7.1,70.7,3.4,83.91,Transporte propio
